Split,Class,Width,Height,Mode,Format,Path
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1113.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1114.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1115.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1116.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1117.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1118.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1119.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_112.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1120.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1121.jpg
Training,pituitary,1338,1304,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1122.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1123.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1124.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1125.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1126.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1127.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1128.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1129.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_113.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1130.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1131.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1132.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1133.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1134.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1135.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1136.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1137.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1138.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1139.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_114.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1140.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1141.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1142.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1143.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1144.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1145.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1146.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1147.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1148.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1149.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_115.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1150.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1151.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1152.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1153.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1154.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1155.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1156.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1157.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1158.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1159.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_116.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1160.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1161.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1162.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1163.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1164.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1165.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1166.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1167.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1168.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1169.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_117.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1170.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1171.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1172.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1173.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1174.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1175.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1176.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1177.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1178.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1179.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_118.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1180.jpg
Training,pituitary,1168,1178,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1181.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1182.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1183.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1184.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1185.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1186.jpg
Training,pituitary,1335,1302,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1187.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1188.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1189.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_119.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1190.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1191.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1192.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1193.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1194.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1195.jpg
Training,pituitary,1338,1304,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1196.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1197.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1198.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1199.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_12.jpg
Training,pituitary,383,436,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_120.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1200.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1201.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1202.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1203.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1204.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1205.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1206.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1207.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1208.jpg
Training,pituitary,202,202,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1209.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_121.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1210.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1211.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1212.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1213.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1214.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1215.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1216.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1217.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1218.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1219.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_122.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1220.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1221.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1222.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1223.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1224.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1225.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1226.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1227.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1228.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1229.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_123.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1230.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1231.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1232.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1233.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1234.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1235.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1236.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1237.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1238.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1239.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_124.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1240.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1241.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1242.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1243.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1244.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1245.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1246.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1247.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1248.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1249.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_125.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1250.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1251.jpg
Training,pituitary,624,607,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1252.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1253.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1254.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1255.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1256.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1257.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1258.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1259.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_126.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1260.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1261.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1262.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1263.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1264.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1265.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1266.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1267.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1268.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1269.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_127.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1270.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1271.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1272.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1273.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1274.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1275.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1276.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1277.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1278.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1279.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_128.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1280.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1281.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1282.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1283.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1284.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1285.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1286.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1287.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1288.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1289.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_129.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1290.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1291.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1292.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1293.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1294.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1295.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1296.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1297.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1298.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1299.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_13.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_130.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1300.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1301.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1302.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1303.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1304.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1305.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1306.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1307.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1308.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1309.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_131.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1310.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1311.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1312.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1313.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1314.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1315.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1316.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1317.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1318.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1319.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_132.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1320.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1321.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1322.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1323.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1324.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1325.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1326.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1327.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1328.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1329.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_133.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1330.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1331.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1332.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1333.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1334.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1335.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1336.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1337.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1338.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1339.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_134.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1340.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1341.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1342.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1343.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1344.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1345.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1346.jpg
Training,pituitary,256,256,L,JPEG,Dataset\Training\pituitary\Tr-pi_1347.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1348.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1349.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_135.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1350.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1351.jpg
Training,pituitary,202,202,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1352.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1353.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1354.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1355.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1356.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1357.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1358.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1359.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_136.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1360.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1361.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1362.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1363.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1364.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1365.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1366.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1367.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1368.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1369.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_137.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1370.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1371.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1372.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1373.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1374.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1375.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1376.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_1377.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1378.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_1379.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_138.jpg
